created_at,text,sentiment
"['2022-05-20T04:33:24.000Z', '“the next song is called ...""', 'neutral']"
"['2022-05-20T04:33:25.000Z', 'Harry: “I can see you’re lonely down there, don’t you know I’m right here” Me:', 'neutral']"
"['2022-05-20T04:33:24.000Z', 'His outfit is dope!', 'positive']"
"['2022-05-20T04:33:26.000Z', 'LITTLE FREAK KEEP DRIVING SATELLITE MY BIG 3 SO HAR', 'negative']"
"['2022-05-20T04:33:26.000Z', 'Oooooo I love Keep Driving', 'positive']"
"['2022-05-20T04:33:26.000Z', ""LATE NIGHT TALKING IS MY NEW COMMFORT SONG, god its so beautiful I'm crying so hard"", 'positive']"
"['2022-05-20T04:33:26.000Z', 'charge your phone', 'neutral']"
"['2022-05-20T04:33:27.000Z', 'home❤️\u200d🩹', 'positive']"
"['2022-05-20T04:33:27.000Z', 'Wait… Keep Driving is definitely my vibe though.', 'positive']"
"['2022-05-20T04:33:27.000Z', 'Me listening to Matilda 😭😭💔', 'negative']"
"['2022-05-20T04:33:27.000Z', 'pov: ur my fbi agent watching me listen to matilda for the first time', 'neutral']"
"['2022-05-20T04:33:28.000Z', 'Ameeeeee Daylight', 'neutral']"
"['2022-05-20T04:33:28.000Z', 'makes me so happy and so teary eyed at the same time', 'positive']"
"['2022-05-20T04:33:28.000Z', ""“You can start a family who will always show you love You don't have to be sorry for doing it on your own You can let it go” HARRYYYYYY IM LITERALLY BAWLING MY EYES OUT"", 'positive']"
"['2022-05-20T04:33:28.000Z', 'Music For A Sushi Restaurant', 'neutral']"
"['2022-05-20T04:33:29.000Z', 'Wey si da para algo Love of My life eres top🌈', 'positive']"
"['2022-05-20T04:33:29.000Z', ""what's with harry and fruits 🤭 kiwi, watermelon sugar, cherry then now with grapejuice HSJFJJDJDJSJ"", 'neutral']"
"['2022-05-20T04:33:29.000Z', 'KEEP DRIVING.', 'neutral']"
"['2022-05-20T04:33:29.000Z', 'ok but where’s the banana song? 🍌🎧', 'neutral']"
"['2022-05-20T04:33:29.000Z', ""how are y'all choosing top 3 or like ranking ??? BECAUSE I CAN'T NOT POSSIBLE HOW ARE YOU DOING THIS"", 'negative']"
"['2022-05-20T04:33:29.000Z', 'me listening to the album in order', 'neutral']"
"['2022-05-20T04:33:29.000Z', 'SATELLITE', 'neutral']"
"['2022-05-20T04:33:30.000Z', '“am i bothering you?…do you wanna talk?”', 'neutral']"
"['2022-05-20T04:33:30.000Z', 'cinema is immediately my favorite song', 'positive']"
"['2022-05-20T04:33:30.000Z', 'what are your favourites after the first listen', 'neutral']"
"['2022-05-20T04:33:30.000Z', 'Selling my 2 HarryStyles GA Floor Tickets and my friend also got 2 tickets for sale Located @ the UBS Arena , Elmont, NY, Fri, May 20.. HMU if you are interested and I’m selling them at a cheaper price 🙏🥺', 'positive']"
"['2022-05-20T04:33:30.000Z', 'call me cocain sideboob from now on', 'neutral']"
"['2022-05-20T04:33:30.000Z', ""You don't have to be sorry for leaving and growing"", 'neutral']"
"['2022-05-20T04:33:31.000Z', 'LOVE OF MY LIFE', 'positive']"
"['2022-05-20T04:33:31.000Z', 'everything on this album feels so soft, like he handled it w so much care', 'neutral']"
"['2022-05-20T04:33:31.000Z', 'keep trying to listen to in order but then y’all tweet about how good one song is so I have to skip to it and go back STOP 😭', 'neutral']"
"['2022-05-20T04:33:31.000Z', 'BLUE GREEN BLUE GREEN EVERYWHERE WTF', 'negative']"
"['2022-05-20T04:33:31.000Z', 'bro- little freak 😭', 'negative']"
"['2022-05-20T04:33:31.000Z', 'y’all just don’t understand satellite like me', 'negative']"
"['2022-05-20T04:33:31.000Z', 'My own listening party here at the emergency room 🙃🙂🙃🙃', 'neutral']"
"['2022-05-20T04:33:32.000Z', 'Ended fadele', 'neutral']"
"['2022-05-20T04:33:32.000Z', ""I played this in my friend's car, they kicked me out 😢"", 'negative']"
"['2022-05-20T04:33:32.000Z', 'I think you’re cool harry', 'positive']"
"['2022-05-20T04:33:32.000Z', 'i was thinking about who you are your delicate point of view i was thinking about you i’m not worried where you are who you go home to i’m just thinking about you just thinking about you', 'neutral']"
"['2022-05-20T04:33:32.000Z', 'PROUD OF HARRY', 'positive']"
"['2022-05-20T04:33:32.000Z', 'YOU should stream', 'neutral']"
"['2022-05-20T04:33:32.000Z', 'Love you Harry!!', 'positive']"
"['2022-05-20T04:33:32.000Z', 'SATELLITE OMGGGGGGG ITS SO GOOD', 'positive']"
"['2022-05-20T04:33:33.000Z', 'Matilda was literally the most pain I’ve ever felt', 'negative']"
"['2022-05-20T04:33:33.000Z', 'keep driving', 'neutral']"
"['2022-05-20T04:33:33.000Z', 'listening to cinema after matilda', 'neutral']"
"['2022-05-20T04:33:33.000Z', 'MY GIRLFIRENDN', 'positive']"
"['2022-05-20T04:33:34.000Z', 'i’m keep driving’s number one fan\U0001f979\U0001f979\U0001f979', 'positive']"
"['2022-05-20T04:33:34.000Z', 'HASH BROWN EGG YOLK I WILL ALWAYS LOVE YOU', 'positive']"
"['2022-05-20T04:33:35.000Z', '‘Late Night Talking’ as an absolute BOP', 'positive']"
"['2022-05-20T04:33:34.000Z', 'Thinking about changing my whole self imagine after listening to', 'neutral']"
"['2022-05-20T04:33:34.000Z', ""i haven't felt like this listening to an album since greatest hits im leviating"", 'negative']"
"['2022-05-20T04:33:34.000Z', '“cinema” lyrics:', 'neutral']"
"['2022-05-20T04:33:35.000Z', 'LITTLE FREAK', 'negative']"
"['2022-05-20T04:33:35.000Z', 'HELLO THE VOCALS CURRENTLY OBSESSED WITH SATELLITE AND CINEMA', 'neutral']"
"['2022-05-20T04:33:35.000Z', 'THE ALBUM IS AMAZING I DONT GIVE A FUCK WHAT PEOPLE SAY ITS A MASTERPIECE 😭💜💜 HARRY FUCKING STYLES DID THAT HARRRRRYYYYYYY SO PROUD OF YOU I LOVE YOU', 'positive']"
"['2022-05-20T04:33:35.000Z', 'daydreaming is going to be such a fun song live', 'positive']"
"['2022-05-20T04:33:35.000Z', 'i am actually losing my mind', 'negative']"
"['2022-05-20T04:33:36.000Z', 'im just thinking about you', 'neutral']"
"['2022-05-20T04:33:36.000Z', 'harry’s vocals on daydream', 'neutral']"
"['2022-05-20T04:33:37.000Z', 'Don’t mind me I’ll just have on repeat. 😭✨', 'positive']"
"['2022-05-20T04:33:37.000Z', 'it’s been 30 minutes….🧍🏽\u200d♀️', 'neutral']"
"['2022-05-20T04:33:37.000Z', 'Little Freak sounds NOTHING like I thought it would, but i am 100% here for it', 'positive']"
"['2022-05-20T04:33:37.000Z', 'daydreaming mi protegida', 'neutral']"
"['2022-05-20T04:33:37.000Z', 'Daydreaming', 'neutral']"
"['2022-05-20T04:33:37.000Z', 'the absolute whiplash from Matilda to Cinema', 'negative']"
"['2022-05-20T04:33:37.000Z', 'Omg full body chills from Little Freak 😭', 'positive']"
"['2022-05-20T04:33:38.000Z', 'This album just gave my heart and soul a big damn hug', 'positive']"
"['2022-05-20T04:33:38.000Z', 'Absolutely no bad songs, every si gle one is amazing', 'positive']"
"['2022-05-20T04:33:38.000Z', 'YES AS HE SHOULD', 'positive']"
"['2022-05-20T04:33:38.000Z', 'Petition for someone to put together all those 2:00 min intros into one', 'neutral']"
"['2022-05-20T04:33:38.000Z', 'SLAYED', 'neutral']"
"['2022-05-20T04:33:39.000Z', 'satellite', 'neutral']"
"['2022-05-20T04:33:39.000Z', 'king', 'neutral']"
"['2022-05-20T04:33:39.000Z', 'Already obsessed', 'neutral']"
"['2022-05-20T04:33:40.000Z', 'Little Freak', 'negative']"
"['2022-05-20T04:33:40.000Z', 'listening to Harry styles new album cause he’s like a cultural icon or something', 'positive']"
"['2022-05-20T04:33:41.000Z', 'This album is filled with nothing but VIBE!\U0001f979🕺🏾🕺🏾', 'positive']"
"['2022-05-20T04:33:40.000Z', 'absolutely livinggg for Cinema', 'positive']"
"['2022-05-20T04:33:40.000Z', 'SO TRUE', 'positive']"
"['2022-05-20T04:33:41.000Z', 'Daylight mi rola.', 'neutral']"
"['2022-05-20T04:33:40.000Z', 'raise your hand if you were personally attacked by Matilda ✋', 'neutral']"
"['2022-05-20T04:33:40.000Z', '‘Late Night Talking’ by Harry Styles is rumored to be the next single off his new album', 'neutral']"
"['2022-05-20T04:33:40.000Z', 'i hope u guys know im posting comments on every song in this thread. sorry if u think it’s annoying. this is for harry', 'neutral']"
"['2022-05-20T04:33:40.000Z', ""Sorry for doubting you all it just started and it's already so good!!!!"", 'positive']"
"['2022-05-20T04:33:41.000Z', 'i think every song is my favorite until the next song plays', 'positive']"
"['2022-05-20T04:33:41.000Z', 'Ok 2 songs left but wow I’m definitely going on long drives all summer to listen to these songs on repeat', 'positive']"
"['2022-05-20T04:33:41.000Z', 'HLD just wanted to show us your “follows you”', 'neutral']"
"['2022-05-20T04:33:41.000Z', 'el grito al final de Daydreaming 🧎🏻\u200d♀️', 'neutral']"
"['2022-05-20T04:33:41.000Z', 'Now here’s music', 'neutral']"
"['2022-05-20T04:33:42.000Z', 'LITTLE FREAK??? 🤯🤯🤯🤯', 'negative']"
"['2022-05-20T04:33:42.000Z', 'Little Freak 😭💙', 'positive']"
"['2022-05-20T04:33:42.000Z', 'REPLY WITH YOUR TOP 5', 'neutral']"
"['2022-05-20T04:33:42.000Z', 'qlindo ritmo el de keep driving', 'neutral']"
"['2022-05-20T04:33:42.000Z', ""rn I'm on a night train somewhere in Denmark, but nobody fuckin can stop me from listening to music for a sushi restaurant. it's such a masterpiece, I LOVE IT"", 'positive']"
"['2022-05-20T04:33:42.000Z', 'A CERTIFIED HIT!', 'neutral']"
"['2022-05-20T04:33:44.000Z', 'just what the dr. Ordered!!!!', 'neutral']"
"['2022-05-20T04:33:43.000Z', 'KING', 'neutral']"
"['2022-05-20T04:33:42.000Z', 'visual representation of me listening to Harry’s House', 'neutral']"
"['2022-05-20T04:33:43.000Z', 'LOVE OF MY LIFE OMG', 'positive']"
"['2022-05-20T04:33:44.000Z', 'SLAY', 'neutral']"
"['2022-05-20T04:33:43.000Z', 'Boyfriends - Harry Styles IS SO GOOD', 'positive']"
"['2022-05-20T04:33:44.000Z', 'decompressing', 'neutral']"
"['2022-05-20T04:33:44.000Z', 'waited so long for this masterpiece', 'positive']"
"['2022-05-20T04:33:45.000Z', 'I WAS THINKING ABOUT YOU 🥺😍', 'positive']"
"['2022-05-20T04:33:44.000Z', 'IM JUST THINKING ABOUT YOU AKDJAJJCJWJFJS', 'neutral']"
"['2022-05-20T04:33:45.000Z', 'okay top favs are little freak, matilda and satellite but this is really tough to choose… every song is no skip and a jam \U0001fae0', 'neutral']"
"['2022-05-20T04:33:45.000Z', 'Mood:', 'neutral']"
"['2022-05-20T04:33:45.000Z', 'EXACTLY !!!!!!!', 'positive']"
"['2022-05-20T04:33:45.000Z', '“if i was a bluebird i would fly to you, you’ll be the spoon, dip you in honey so i could be sticking to you” 😭😭😭', 'neutral']"
"['2022-05-20T04:33:45.000Z', 'this album should be illegal to consume', 'negative']"
"['2022-05-20T04:33:46.000Z', 'everyone say thank u harry for the free therapy in', 'positive']"
"['2022-05-20T04:33:46.000Z', 'forever obsessed with satellite', 'neutral']"
"['2022-05-20T04:33:46.000Z', 'Music For a Sushi Restaurant-- where is the feature? ITS A BOP tho', 'positive']"
"['2022-05-20T04:33:46.000Z', 'DAYDREAM my song', 'positive']"
"['2022-05-20T04:33:46.000Z', 'why is little freak so soft and sweet', 'positive']"
"['2022-05-20T04:33:47.000Z', 'this is what listening to satellite feels like.', 'neutral']"
"['2022-05-20T04:33:47.000Z', 'COCAINE SIDE BOOB I NEED ETSY MERCH NOW', 'neutral']"
"['2022-05-20T04:33:47.000Z', 'omg we broke spotify', 'negative']"
"['2022-05-20T04:33:47.000Z', 'ABSOLUTELY NO SKIPS', 'neutral']"
"['2022-05-20T04:33:47.000Z', 'I forgot until she reminded me!', 'neutral']"
"['2022-05-20T04:33:48.000Z', 'ABSOLUTELY', 'neutral']"
"['2022-05-20T04:33:48.000Z', 'Bro the sweet melody of Matilda and the combination of his soft voice, it’s just so beautiful', 'positive']"
"['2022-05-20T04:33:49.000Z', 'funky groove?', 'neutral']"
"['2022-05-20T04:33:48.000Z', 'harry put his whole stylussy into this album! that’s it, that’s the tweet', 'neutral']"
"['2022-05-20T04:33:49.000Z', 'EVERY SONG WAS PERFECT! HE IS PERFECT! THATS THE TWEET.', 'positive']"
"['2022-05-20T04:33:49.000Z', 'Olivia is crying', 'negative']"
"['2022-05-20T04:33:49.000Z', 'Me listening to Daydreaming', 'neutral']"
"['2022-05-20T04:33:49.000Z', 'Matilda hits too close to home. ""You don\'t have to be sorry for leaving and growing up,"" is something I need to hear, but it\'s so hard to escape certain situations. Man, this may be my favorite.', 'positive']"
"['2022-05-20T04:33:49.000Z', 'Join &amp; as they host our First Listen Friday at 11:30am ET! We’ll be talking all new music!', 'positive']"
"['2022-05-20T04:33:51.000Z', 'I’m dead on the floor. I love you', 'positive']"
"['2022-05-20T04:33:50.000Z', 'satellite omfg it’s kinda giving accidentally in love ?? im obsessed', 'positive']"
"['2022-05-20T04:33:51.000Z', 'WAIT OMG THE BEAT IN SATELLITE', 'positive']"
"['2022-05-20T04:33:50.000Z', ""Me listening to Harry's new album"", 'neutral']"
"['2022-05-20T04:33:51.000Z', 'LITTLE FREAK IS SO CUTE', 'positive']"
"['2022-05-20T04:33:50.000Z', 'It is I started crying', 'neutral']"
"['2022-05-20T04:33:51.000Z', ""hldaily kindly charge your phone. we don't want you dieing on us"", 'negative']"
"['2022-05-20T04:33:51.000Z', 'PISCES-', 'neutral']"
"['2022-05-20T04:33:52.000Z', 'THIS ALBUM HITS SO HARD!!!', 'positive']"
"['2022-05-20T04:33:53.000Z', 'daydreaming is immediately my favorite song', 'positive']"
"['2022-05-20T04:33:52.000Z', 'I just listened to while working and long story short I accomplished nothing', 'negative']"
"['2022-05-20T04:33:52.000Z', 'not me furiously googling if Olivia Wilde was born in 1982', 'neutral']"
"['2022-05-20T04:33:52.000Z', 'keep driving: 🙃😄🙃😄🙃 *skips around the room* wait did he— 😉 y—yeah just keep driving—', 'neutral']"
"['2022-05-20T04:33:52.000Z', 'SATELLITE MIA', 'positive']"
"['2022-05-20T04:33:52.000Z', 'Satellite is my new Only Angel. I don’t need to elaborate.', 'positive']"
"['2022-05-20T04:33:52.000Z', 'YES PLS!!!!!', 'positive']"
"['2022-05-20T04:33:52.000Z', 'i literally pulled into a random parking lot for those and then cinema came on and i just quietly drive away wtf was that', 'neutral']"
"['2022-05-20T04:33:52.000Z', 'The colapse 😩😩😩😩💞', 'positive']"
"['2022-05-20T04:33:52.000Z', 'Off horror topic: music is also a HUGE part of my life and amazing stuff dropped tonight. I’m fangirling. Hard. Whose your favorite artists!?', 'positive']"
"['2022-05-20T04:33:52.000Z', 'Just think about you', 'neutral']"
"['2022-05-20T04:33:53.000Z', 'to go from Matilda to Cinema is absolutely mad', 'negative']"
"['2022-05-20T04:33:53.000Z', '""A WET DREAM JUST DANGLING""- hes insane', 'negative']"
"['2022-05-20T04:33:53.000Z', 'me after listening to Matilda', 'neutral']"
"['2022-05-20T04:33:53.000Z', 'If I was a bluebird I would fly to you', 'neutral']"
"['2022-05-20T04:33:53.000Z', 'see you next time harry styles i thoroughly enjoyed this BESDIES BOYFRIENDS FUCK BOYFRIENDS BOYFRIENDS IS THE WORST SONG EVER anyways love u harry!! my top five no specific order. 1. cinema 2. daydreaming 3. sushi resturant 4. loml 5. night talking', 'positive']"
"['2022-05-20T04:33:54.000Z', 'it’s been 33 min 💕', 'positive']"
"['2022-05-20T04:33:54.000Z', 'SHOULD WE JUST KEEP DRIVINGGGGG', 'neutral']"
"['2022-05-20T04:33:54.000Z', 'my favorite songs on the album,,,,,can u tell i have depression or', 'positive']"
"['2022-05-20T04:33:54.000Z', 'this album while it’s raining out', 'neutral']"
"['2022-05-20T04:33:54.000Z', 'I just want to say I’m currently listening to and I’m getting strong yet subtle 80’s disco vibes and I’m here for it! I love this album already!!! ❤️😍', 'positive']"
"['2022-05-20T04:33:54.000Z', 'I think is the only music that accurately describes how I love \U0001f979', 'positive']"
"['2022-05-20T04:33:54.000Z', 'This album is a fucking vibe. So far Daylight is my song', 'positive']"
"['2022-05-20T04:33:54.000Z', 'harry styles does not miss', 'neutral']"
"['2022-05-20T04:33:54.000Z', 'exactly', 'neutral']"
"['2022-05-20T04:33:55.000Z', 'he looks really alive in this', 'positive']"
"['2022-05-20T04:33:55.000Z', 'little freak, you little freak.', 'negative']"
"['2022-05-20T04:33:56.000Z', 'keep driving is sunflowers long lost sister', 'neutral']"
"['2022-05-20T04:33:56.000Z', 'But what if this is from one of the admin’s burner 👀 and H follows 👀', 'neutral']"
"['2022-05-20T04:33:56.000Z', 'LITTLE FREAK 😭😭😭😭', 'negative']"
"['2022-05-20T04:33:56.000Z', 'my new personality agora e pra sempre', 'positive']"
"['2022-05-20T04:33:56.000Z', 'daylight 🌻', 'positive']"
"['2022-05-20T04:33:56.000Z', 'HAPPY 520 LOVING MEW çãoPowerCouple Pachuca HAPPY 520 LOVING MEW Rodolfo #كاس_خادم_الحرمين_الشريفين #الهلال_الفيحاء', 'positive']"
"['2022-05-20T04:33:56.000Z', 'Livin in a daydream', 'neutral']"
"['2022-05-20T04:33:57.000Z', 'Definitely using this in reels + Tik Toks this summer. A film photography video with this song is gonna hit.', 'positive']"
"['2022-05-20T04:33:56.000Z', 'It’s official is absolute musical perfection', 'positive']"
"['2022-05-20T04:33:55.000Z', 'SATELLITE', 'neutral']"
"['2022-05-20T04:33:55.000Z', 'I’m gonna have to wait a little longer for the “Boyfriends” song *sigh', 'negative']"
"['2022-05-20T04:33:57.000Z', 'pissing his impact!!!!!', 'positive']"
"['2022-05-20T04:33:57.000Z', '""you talk of the pain like it\'s alright"" 🥲', 'neutral']"
"['2022-05-20T04:33:57.000Z', 'THE WHOLE ALBUM IS AMAZING', 'positive']"
"['2022-05-20T04:33:57.000Z', 'and normani?', 'neutral']"
"['2022-05-20T04:33:57.000Z', 'Matilda just healed my childhood trauma 😭😭😭', 'positive']"
"['2022-05-20T04:33:57.000Z', 'Here we gooooo !!!!', 'positive']"
"['2022-05-20T04:33:57.000Z', 'the beginning of satellite ..&gt;&gt;', 'neutral']"
"['2022-05-20T04:33:57.000Z', 'I SOBBED.', 'negative']"
"['2022-05-20T04:33:58.000Z', 'Late Night Talking and Cinema sit at the same table', 'neutral']"
"['2022-05-20T04:33:58.000Z', 'i’m wiping my eyes cause Cinema is on now and i’m ready', 'positive']"
"['2022-05-20T04:33:58.000Z', 'As he should! 🤩', 'positive']"
"['2022-05-20T04:33:58.000Z', ""idk how you're all so calm. im sobbing"", 'neutral']"
"['2022-05-20T04:33:59.000Z', 'IT HASNT EVEN BEEN OUT AN HOUR-', 'neutral']"
"['2022-05-20T04:33:59.000Z', 'little freak', 'negative']"
"['2022-05-20T04:33:59.000Z', 'Not me :)', 'positive']"
"['2022-05-20T04:33:59.000Z', 'came out to improve 2022, period.', 'neutral']"
"['2022-05-20T04:33:59.000Z', 'Little freak is beautiful', 'positive']"
"['2022-05-20T04:34:01.000Z', '-Mile', 'neutral']"
"['2022-05-20T04:34:00.000Z', 'Satellite', 'neutral']"
"['2022-05-20T04:34:00.000Z', 'grapejuice i love you', 'positive']"
"['2022-05-20T04:34:00.000Z', ""I DON'T CARE IF GOOD THINGS HAPPEN TO YOU THEY SHOULD BE HAPPENING TO ME INSTEAD"", 'negative']"
"['2022-05-20T04:34:00.000Z', 'THE DISTORTED VOICE FUCK OFF IM LEAVING IM WALKING OFF A DOCK AND NEVER RESURFACING', 'negative']"
"['2022-05-20T04:34:00.000Z', 'album of the summer I fear', 'negative']"
"['2022-05-20T04:34:00.000Z', 'UM SATELLITE ?????', 'neutral']"
"['2022-05-20T04:34:00.000Z', ""I just think you're cool, I dig your cinema. Do you think I'm cool too? Or am I too into you? Okay.. I'm digging this track too."", 'positive']"
"['2022-05-20T04:34:00.000Z', 'YES PLEASE !!!', 'positive']"
"['2022-05-20T04:34:01.000Z', 'I was good and then Matilda played and now I’m emotional', 'neutral']"
"['2022-05-20T04:34:00.000Z', 'Fadele cd never', 'neutral']"
"['2022-05-20T04:34:02.000Z', 'KEEP DRIVING !!!!!!! yeah yup uhhuh this melody is so pleasing to me', 'positive']"
"['2022-05-20T04:34:01.000Z', 'I bet you Harry is gonna read all these tweets later! Just imagine him smiling at us bc we’re freakingggg', 'positive']"
"['2022-05-20T04:34:01.000Z', ""“Matilda, you talk of the pain like it's all alright But I know that you feel like a piece of you is dead insidе”"", 'negative']"
"['2022-05-20T04:34:02.000Z', 'IM CRYING 😮\u200d💨🤧😭😭', 'negative']"
"['2022-05-20T04:34:01.000Z', '""You can throw a party full of everyone you know. You can start a family who will always show you love.""', 'positive']"
"['2022-05-20T04:34:01.000Z', 'HARRY STYLES U ARE A GOD, NO WORDS', 'positive']"
"['2022-05-20T04:34:02.000Z', 'I definitely got distracted in the middle of maltilda sorry maltilda lmao', 'negative']"
"['2022-05-20T04:34:02.000Z', 'looks so exquisite and for what', 'positive']"
"['2022-05-20T04:34:02.000Z', 'DAYDREAMING IS SO SO SO GOOD', 'positive']"
"['2022-05-20T04:34:03.000Z', 'His voice on Daydreaming 🔥', 'positive']"
"['2022-05-20T04:34:02.000Z', 'no bad tracks on idc.', 'neutral']"
"['2022-05-20T04:34:02.000Z', '📸 | Harry photographed for ! ©️Spotify', 'neutral']"
"['2022-05-20T04:34:02.000Z', 'I apologize to my boyfriend cause shit has me in my second ✨sexual awakening✨', 'negative']"
"['2022-05-20T04:34:03.000Z', 'updating the sleeping bf on', 'neutral']"
"['2022-05-20T04:34:03.000Z', 'daydream is fucking killing as well WOW', 'negative']"
"['2022-05-20T04:34:03.000Z', ""HARRY'S HOUSE"", 'neutral']"
"['2022-05-20T04:34:02.000Z', 'Daylight estaaa', 'neutral']"
"['2022-05-20T04:34:04.000Z', 'satellite is so good okay purrr', 'positive']"
"['2022-05-20T04:34:04.000Z', 'Yup, this is definitely Harry’s best album', 'positive']"
"['2022-05-20T04:34:04.000Z', 'SATELLITE!!!!! PLSSSSS', 'positive']"
"['2022-05-20T04:34:04.000Z', 'Who do we blame?', 'neutral']"
"['2022-05-20T04:34:05.000Z', 'i need injected into my brain please n thanks', 'neutral']"
"['2022-05-20T04:34:05.000Z', 'OHHHHH THIS CHORUS ??? OKAY SATELLITE', 'neutral']"
"['2022-05-20T04:34:05.000Z', 'Matilda makes me cry. In a cool way', 'positive']"
"['2022-05-20T04:34:06.000Z', 'FCUK YEEEEEEEES YES YES', 'positive']"
"['2022-05-20T04:34:06.000Z', 'Okay this one is giving me 80s coming of age movie ending credit song', 'neutral']"
"['2022-05-20T04:34:06.000Z', 'ok nvm, bopping to daydream now', 'neutral']"
"['2022-05-20T04:34:06.000Z', 'ooo yep i love satellite', 'positive']"
"['2022-05-20T04:34:06.000Z', 'not sure how i feel about yet', 'negative']"
"['2022-05-20T04:34:07.000Z', 'JUST THINKING ABOUT YOU', 'neutral']"
"['2022-05-20T04:34:07.000Z', 'little freak &lt;3', 'positive']"
"['2022-05-20T04:34:08.000Z', 'daydreaming slay keep driving BIG SLAY', 'positive']"
"['2022-05-20T04:34:07.000Z', 'Complicated Freak&gt; Little Freak. Sorry Harry but I stand by this.', 'neutral']"
"['2022-05-20T04:34:07.000Z', 'when those pa pa’s came in i did NOT like it. reminds me of the fishes in the lorax.', 'negative']"
"['2022-05-20T04:34:07.000Z', 'God damn Harry Styles……….. lord help me', 'negative']"
"['2022-05-20T04:34:07.000Z', 'Oh my goshhhh daylight is so dreamy', 'positive']"
"['2022-05-20T04:34:07.000Z', 'IS SKIPLESS', 'neutral']"
"['2022-05-20T04:34:08.000Z', 'CONVERSE!?! 😭', 'neutral']"
"['2022-05-20T04:34:08.000Z', 'SATELLITE IS IN MY TOP 5.', 'positive']"
"['2022-05-20T04:34:08.000Z', 'follows you 🤤🤤🤤', 'positive']"
"['2022-05-20T04:34:08.000Z', 'Literally same!', 'neutral']"
"['2022-05-20T04:34:09.000Z', 'a bit shaken', 'neutral']"
"['2022-05-20T04:34:08.000Z', 'Keep Driving makes me feel warm and safe and comfy', 'positive']"
"['2022-05-20T04:34:08.000Z', 'HIS VOCALS TOWARDS THE END OF CINEMA HE FXXKING K!LLEDT IT', 'negative']"
"['2022-05-20T04:34:09.000Z', 'Little freak💔💔', 'negative']"
"['2022-05-20T04:34:09.000Z', 'red wine and a ginger ale', 'neutral']"
"['2022-05-20T04:34:09.000Z', '""Esto es Daylight"", - Harry via Youtube', 'neutral']"
"['2022-05-20T04:34:10.000Z', 'Jill is streaming', 'neutral']"
"['2022-05-20T04:34:10.000Z', 'Suena “Little Freak” Yo:', 'neutral']"
"['2022-05-20T04:34:10.000Z', 'so so so so so so good', 'positive']"
"['2022-05-20T04:34:10.000Z', 'ITS BEEN OUT FOR ONLY THIRTY MINUTES', 'neutral']"
"['2022-05-20T04:34:11.000Z', 'the fact that i saw boyfriends live at coachella. i’m alive.', 'positive']"
"['2022-05-20T04:34:11.000Z', 'Overall is the best Harry Styles album. Harry really found his signature, more mature sound here and this is the best he’s ever sounded even if the music isn’t as flashy as on Fine Line. 9/10', 'positive']"
"['2022-05-20T04:34:12.000Z', 'KEEP DRIVING 🔂', 'neutral']"
"['2022-05-20T04:34:12.000Z', 'SHUT THE FUCK UP NOBODY SPEAK TO ME', 'negative']"
"['2022-05-20T04:34:12.000Z', 'is giving everything i wanted and more✨🕺❤️\u200d🔥', 'positive']"
"['2022-05-20T04:34:12.000Z', 'satellite is a comfort song', 'positive']"
"['2022-05-20T04:34:12.000Z', 'Am I bothering you? Do you wanna talk? We share the last line…Then we drink the wall til we wanna talk.', 'neutral']"
"['2022-05-20T04:34:12.000Z', 'is it too early to say Keep Driving is my favorite from', 'positive']"
"['2022-05-20T04:34:13.000Z', 'the beginning of music for a sushi restaurant sounds like ant farm and i love it', 'positive']"
"['2022-05-20T04:34:13.000Z', 'Sushi in the car is 🤯', 'positive']"
"['2022-05-20T04:34:13.000Z', 'this song is so good', 'positive']"
"['2022-05-20T04:34:13.000Z', 'Buongiorno soltanto a \xa0e sono in fase di elaborazione di \xa0ma posso dire che sono in looping da stanotte con satellite, Matilda e little freak, grazie Harry Styles', 'positive']"
"['2022-05-20T04:34:13.000Z', 'NO SKIPS. NONE AT ALL. I CAN GENUINELY SAY THAT. IM SO PROUD OF HIM', 'positive']"
"['2022-05-20T04:34:13.000Z', 'DAYDREAMING IS SO GOOD FUCK', 'positive']"
"['2022-05-20T04:34:13.000Z', 'SPINNJNG OUT WAITIN FOR YA TO PULL ME INNNN', 'neutral']"
"['2022-05-20T04:34:13.000Z', 'INTRO FOR LITTLE FREAK', 'negative']"
"['2022-05-20T04:34:13.000Z', 'daylight', 'neutral']"
"['2022-05-20T04:34:14.000Z', 'Can’t wait for the sequel: Girlfriends 🙏', 'positive']"
"['2022-05-20T04:34:14.000Z', 'tracks ⁹+¹⁰+¹¹ \U0001faf6🏻', 'neutral']"
"['2022-05-20T04:34:14.000Z', 'Satellite is a BOP', 'negative']"
"['2022-05-20T04:34:14.000Z', '“I spilled beer on your friend I’m not sorry”', 'negative']"
"['2022-05-20T04:34:15.000Z', 'COCAINE SIDEBOOB HarrysHouse', 'neutral']"
"['2022-05-20T04:34:15.000Z', 'ITS HARRYS HOUSE ERA BESTIES', 'neutral']"
"['2022-05-20T04:34:15.000Z', 'oh my gosh', 'negative']"
"['2022-05-20T04:34:16.000Z', 'Little Freak out here making me sob.', 'negative']"
"['2022-05-20T04:34:16.000Z', 'keep driving bridge is what will keep me alive.', 'positive']"
"['2022-05-20T04:34:16.000Z', 'SATELLITE', 'neutral']"
"['2022-05-20T04:34:16.000Z', 'Little Freak making me cry rn 😭', 'negative']"
