created_at,text,emotion
2022-05-20T04:16:52.000Z,"Answer the phone, Harry you're no good alone:))))))))",joy
2022-05-20T04:16:52.000Z,not me,joy
2022-05-20T04:16:52.000Z,less streams for him let’s keep going,sadness
2022-05-20T04:16:52.000Z,IM GONNA THEOW UP ITS SO GOOD,joy
2022-05-20T04:16:52.000Z,yeah,joy
2022-05-20T04:16:52.000Z,dip you in honey so i could be sticking to you🍯,fear
2022-05-20T04:16:53.000Z,IF I WAS A BLUEBIRD I WOULD FLY TO YOU,fear
2022-05-20T04:16:53.000Z,imagine being this lifeless…,surpise
2022-05-20T04:16:53.000Z,i wholeheartedly agree with this statement!!,joy
2022-05-20T04:16:54.000Z,I thought Little Freak was going to be like Kiwi but nope totally different vibe and I’m loving it!!!,joy
2022-05-20T04:16:53.000Z,I spilled beer on your friend I’m not sorry PLS,joy
2022-05-20T04:16:54.000Z,I WAS THINKING YOUUUUUUU,surpise
2022-05-20T04:16:54.000Z,love of my life coming after boyfriends felt like emotional manipulation why tf am i feeling this way,sadness
2022-05-20T04:16:54.000Z,see what happens when ur a legend?,joy
2022-05-20T04:16:54.000Z,"i spilled beer on your friend, im not sorry 😭😭😭😭💀",joy
2022-05-20T04:16:55.000Z,yeah i had to close the app 5x until it came up 😭,joy
2022-05-20T04:16:54.000Z,“the album oozes the easy charisma that lifted styles head and shoulders above his former one direction colleagues and makes him one of pop’s more compelling live acts.” a pitchfork falando o óbvio!,sadness
2022-05-20T04:16:55.000Z,YOU NEVER SAW MY BIRTHMARK,joy
2022-05-20T04:16:55.000Z,not me y’all stay safe tho,anger
2022-05-20T04:16:55.000Z,i blame justin,joy
2022-05-20T04:16:55.000Z,Keep Driving !!!!!!!,fear
2022-05-20T04:16:55.000Z,I love that tonight so many other people are listening to this right now and probably at the same time 🤍🤍,fear
2022-05-20T04:16:55.000Z,LATE NIGHT TALKING MI ROLA !!!!!,sadness
2022-05-20T04:16:55.000Z,"1. Music for a sushi restaurant I like it ,gives off a 70 vibe 6 out of 10",fear
2022-05-20T04:16:55.000Z,AS IT WAS// still makes me wanna dance every time i hear it. and that BRIDGE.,sadness
2022-05-20T04:16:56.000Z,oh my god little freak I LOVE THIS ONE,joy
2022-05-20T04:16:56.000Z,"JUST ME AND YOUUUUU, GRAPE JUICE TE AMO",joy
2022-05-20T04:16:56.000Z,WRITE THAT DOWN WRITE THAT DOWN,joy
2022-05-20T04:16:56.000Z,The 80s vibes this album is giving so far,fear
2022-05-20T04:16:56.000Z,Ironic bc i should be sleeping for school but I am listening to,joy
2022-05-20T04:16:56.000Z,I don’t know what I expected for but it has exceeded all expectations,joy
2022-05-20T04:16:56.000Z,42 minutes of Glory 🧡,surpise
2022-05-20T04:16:56.000Z,I LOVE YOU SM,joy
2022-05-20T04:16:56.000Z,harry styles and taylor swift are in cahoots i fear…,fear
2022-05-20T04:16:56.000Z,NO BECAUSE LITTLE FREAK OMFG- I LOVE IT SM 😭😭😭,joy
2022-05-20T04:16:56.000Z,"7.2,,, alright i’ll take it, not too bad",sadness
2022-05-20T04:16:56.000Z,I was literally listening to queen...,joy
2022-05-20T04:16:58.000Z,Who is jezebel,joy
2022-05-20T04:16:57.000Z,the lyrics to LITTLE FREAK,joy
2022-05-20T04:16:57.000Z,little freak i- 🥺,joy
2022-05-20T04:16:57.000Z,I’m calling daylight as my favorite song so far lol,joy
2022-05-20T04:16:58.000Z,Broke everything,surpise
2022-05-20T04:16:58.000Z,!!!! Currently crying,joy
2022-05-20T04:16:58.000Z,Full photo of Harry for (via Spotify)!,fear
2022-05-20T04:16:58.000Z,OK BUT THIS SONG????????,joy
2022-05-20T04:16:59.000Z,Can we just talk about love of my love for a second 😩,joy
2022-05-20T04:16:59.000Z,i’m a few songs in &amp; bitch I LOVE IT SO MUCH,joy
2022-05-20T04:16:59.000Z,The platform would have rather Destroyed itself than be terrorized by that horrendous thing,fear
2022-05-20T04:16:59.000Z,i’m crying :(,joy
2022-05-20T04:16:58.000Z,"Yes, yes it is.",sadness
2022-05-20T04:16:59.000Z,ok matilda is making me sob like a baby wthhhhhhhh,sadness
2022-05-20T04:16:59.000Z,BABBYYYY,joy
2022-05-20T04:16:59.000Z,HIS VOICE IS FUCKING HONEY IN LITTLE FREAK. MY GOD.,joy
2022-05-20T04:17:00.000Z,Harry putting Matilda after Little Freak,sadness
2022-05-20T04:17:00.000Z,If someone told me Braeden Lemasters wrote Grapejuice I’d believe them he’d have called it Pre Raisin juice though,sadness
2022-05-20T04:17:01.000Z,Music For a Sushi Restaurant: WTF IS THIS OMG HARRY YOURE SO SICK FOR THIS ONE.. lemme go shake some ass. BROOO ITS SO GOOD WTF,sadness
2022-05-20T04:17:00.000Z,reaction thread of,joy
2022-05-20T04:17:00.000Z,O ALL STAR MARROM,joy
2022-05-20T04:17:00.000Z,Grapejuice is a vibe,joy
2022-05-20T04:17:01.000Z,the power Harry Styles holds over me 🫠,anger
2022-05-20T04:17:01.000Z,Not hearing enough chatter about Little Freak hurry up everyone,fear
2022-05-20T04:17:01.000Z,"Even my mom is listening to this Harry album.. she a cool mom and I’m crying in a cool way, I swear",joy
2022-05-20T04:17:01.000Z,Y'all are so late🥲,joy
2022-05-20T04:17:01.000Z,is exactly the vibes I WANTED FROM HARRY FROM THE START! just lowkey dance 70’s funk pop rock you can shake your ass to,fear
2022-05-20T04:17:02.000Z,Little Freak,joy
2022-05-20T04:17:02.000Z,JUST ME AND YOU,joy
2022-05-20T04:17:02.000Z,Holy shit,surpise
2022-05-20T04:17:02.000Z,oh he’s too powerful,joy
2022-05-20T04:17:02.000Z,sucks to suck… apple music is fine and they pay the artists more,joy
2022-05-20T04:17:02.000Z,Best song on the album,surpise
2022-05-20T04:17:02.000Z,sobbing omg,surpise
2022-05-20T04:17:02.000Z,i knew it was gonna get sad after the first two or three songs god damn it harold,surpise
2022-05-20T04:17:02.000Z,Daylight bangs hard,anger
2022-05-20T04:17:03.000Z,BOYFRIENDS IS SO BEAUTIFUL??,joy
2022-05-20T04:17:03.000Z,Harry is amazing,surpise
2022-05-20T04:17:04.000Z,when you and your coworkers are megan# harry fans so you host a listening party and this is y’all’s first reactions,surpise
2022-05-20T04:17:04.000Z,You always there so I don't overthink te amooo Harry Styles,sadness
2022-05-20T04:17:04.000Z,"on matilda, am i gonna cry?",joy
2022-05-20T04:17:05.000Z,Harry’s house? More like Harry’s WORLD!!!! and I’m lucky to be living in it ✨😭💛,fear
2022-05-20T04:17:04.000Z,LITTLE FREAK IM 😭,joy
2022-05-20T04:17:05.000Z,WELCOME TO THE FAMILY 🥝🍓🍉🍒🍇,joy
2022-05-20T04:17:06.000Z,I love grapejuice,joy
2022-05-20T04:17:05.000Z,harry breaks the internet part 1637363,surpise
2022-05-20T04:17:06.000Z,Little freak is good it kinda gives me HS1 vibes in a good way like two ghosts cousin twice removed 8/10,joy
2022-05-20T04:17:05.000Z,my fave nicki did this sadly,joy
2022-05-20T04:17:05.000Z,Little Freak might become my favorite 😭,joy
2022-05-20T04:17:05.000Z,fruitman did it again,joy
2022-05-20T04:17:05.000Z,"Based on the title for the song “Little Freak”, I did not think itd sound like that at ALL. Damn 😭😭",sadness
2022-05-20T04:17:06.000Z,late night talking sama kayak sleepcall; so catchy and comforting,sadness
2022-05-20T04:17:06.000Z,1. music for a sushi restaurant LITERALLY MAKING MY PUSSY POP THIS SMACKS,sadness
2022-05-20T04:17:06.000Z,grapefruit is very sweet and nice. i wanna cruise along side the beach listening to this,joy
2022-05-20T04:17:06.000Z,album of the year.,joy
2022-05-20T04:17:06.000Z,Daylight. Daylight. Daylight. out now!!!!!,joy
2022-05-20T04:17:06.000Z,“one two three” in grapejuice had me physically shaking JDHSKKF,joy
2022-05-20T04:17:06.000Z,2017 x 2022 HARRY?!?,fear
2022-05-20T04:17:07.000Z,LITTLE FREAKS LYRICS ARE YOU KIDDING ME I AM NOT OKAY,joy
2022-05-20T04:17:07.000Z,Late Night Talking is the one,sadness
2022-05-20T04:17:07.000Z,LITTLE FREAK AHHHHH I LOVE IT,joy
2022-05-20T04:17:07.000Z,Late Night Talking,sadness
2022-05-20T04:17:07.000Z,Little freak is the best song 🥺🥺🥺🥺,surpise
2022-05-20T04:17:07.000Z,Bots are at work,fear
2022-05-20T04:17:08.000Z,"""You'll be the spoon, dip you in honey I could be sticking to you"" 😭 Love it",joy
2022-05-20T04:17:08.000Z,did you dress up for halloween? i spilt beer on your friend i’m not sorry,joy
2022-05-20T04:17:09.000Z,"Harry styles and Taylor swift whispering “1,2,3” is my sexuality",fear
2022-05-20T04:17:08.000Z,“YOU NEVER SAW MY BIRTHMARK” FUCK,joy
2022-05-20T04:17:08.000Z,I'm desperate to learn how to drive just so that i can listen to the album and scream every single lyric,fear
2022-05-20T04:17:08.000Z,Harry broke Spotify,surpise
2022-05-20T04:17:09.000Z,Deserved,joy
2022-05-20T04:17:09.000Z,Happy Day everybody.,joy
2022-05-20T04:17:09.000Z,FINALLY SPOTIFY TAKE THIS L,fear
2022-05-20T04:17:09.000Z,Now STREAMING,joy
2022-05-20T04:17:10.000Z,WOMAN WALKED AND SHE RAN SO LITTLE FREAK COULD FLY,joy
2022-05-20T04:17:09.000Z,In love with this outfit,joy
2022-05-20T04:17:10.000Z,JUST ME AND YOU,joy
2022-05-20T04:17:10.000Z,omggg yes that is exactly what i thought,surpise
2022-05-20T04:17:09.000Z,The run at 0:21 in late night talking !!?? HARRY,sadness
2022-05-20T04:17:10.000Z,Harry needs to make Late Night Talking a single,sadness
2022-05-20T04:17:10.000Z,im descending into insanity rn,sadness
2022-05-20T04:17:10.000Z,SI KEEP DRIVING,fear
2022-05-20T04:17:10.000Z,HAPPY BIRTHDAYYYYY,joy
2022-05-20T04:17:10.000Z,it's funky and reminds me of jacob collier,joy
2022-05-20T04:17:10.000Z,LITTLE FREAK ARE U JOKING ME,joy
2022-05-20T04:17:11.000Z,YOU DONT HAVE TO BE SORRY FOR LEAVING AND GROWING UP !!!,sadness
2022-05-20T04:17:11.000Z,spotify doing something right for once,fear
2022-05-20T04:17:11.000Z,"Appropriate, he put his whole heart into that thing",sadness
2022-05-20T04:17:11.000Z,thank you. spotify,joy
2022-05-20T04:17:11.000Z,Little Freak is so beautiful holy shit,joy
2022-05-20T04:17:11.000Z,"thank you so much for this wonderful album harry, we are so proud of you. 💭🍰🫶🏻💖",joy
2022-05-20T04:17:12.000Z,His voice in Matilda &lt;3333 hitting different i love it omg,joy
2022-05-20T04:17:12.000Z,LITTLE FREAK IS ALL I HAVE TO SAY,surpise
2022-05-20T04:17:12.000Z,Spill,joy
2022-05-20T04:17:12.000Z,HES SO FUCKING BEAUTIFUL🥹🥹🥹🥹🥺MY MUSE🥺💖👑🫶🏻,joy
2022-05-20T04:17:12.000Z,He really loves New York. He be mentioning the city in all his songs 😭😂,joy
2022-05-20T04:17:13.000Z,his impact,anger
2022-05-20T04:17:13.000Z,I didn’t expect this vibe from little freak but I’m not mad.,joy
2022-05-20T04:17:13.000Z,LATE NIGHT TALKING YESSSSUHH 🤌🏾🤌🏾🤌🏾🤌🏾,sadness
2022-05-20T04:17:13.000Z,HE SOUNDS SO FUCKING GOOD,joy
2022-05-20T04:17:13.000Z,do you think i’m cool too?,joy
2022-05-20T04:17:13.000Z,"little freak a completely different vibe than I thought omg .,…",surpise
2022-05-20T04:17:14.000Z,it's me guys,joy
2022-05-20T04:17:14.000Z,everything’s fine for me lmao,joy
2022-05-20T04:17:14.000Z,CONVERRRYYYYYYYYYY,joy
2022-05-20T04:17:14.000Z,JUST ME AND YOU....,joy
2022-05-20T04:17:14.000Z,DAYLIGHT CURED MY DEPRESSION,joy
2022-05-20T04:17:14.000Z,You’re delicate point of view,surpise
2022-05-20T04:17:14.000Z,HITTING ME RIGHT IN ALL OF MY MOMMY ISSUES AND DADFY ISSUES,anger
2022-05-20T04:17:15.000Z,I'M LITERALLY OBSESSED,joy
2022-05-20T04:17:15.000Z,Taking my communion with Harry Styles’ “Grapejuice”,surpise
2022-05-20T04:17:16.000Z,HARRY- PLS HAVE MERCY ON MY SOUL,surpise
2022-05-20T04:17:16.000Z,late night | matilda talking,sadness
2022-05-20T04:17:16.000Z,chills i have chills from how beautiful this man’s voice and general aura is,sadness
2022-05-20T04:17:15.000Z,Lil listening party. This album is …. I’m just in love really,joy
2022-05-20T04:17:16.000Z,im one song in and I love it already 😭😭,joy
2022-05-20T04:17:18.000Z,LITTLE FREAK!!!!!,joy
2022-05-20T04:17:17.000Z,‘Channels Prince” SAY LESS,surpise
2022-05-20T04:17:18.000Z,"thank you, spotify",joy
2022-05-20T04:17:18.000Z,ONE TWO THREEEE 🤩,joy
2022-05-20T04:17:18.000Z,GOOD MORNING. HARRY’S HOUSE IS OUTTTTTTT,joy
2022-05-20T04:17:18.000Z,The pen is penning.,joy
2022-05-20T04:17:19.000Z,Dam he really put his whole stylussy into this album huh???,surpise
2022-05-20T04:17:18.000Z,Girl. I cannot wait to get lit af and just vibe to his whole album 😭,surpise
2022-05-20T04:17:19.000Z,DUDE BROKE SPOTIFY,surpise
2022-05-20T04:17:19.000Z,Dip you in honey so I could be sticking to you 💗,fear
2022-05-20T04:17:20.000Z,grapejuice is also 10/10. im seeing a pattern.,joy
2022-05-20T04:17:20.000Z,he ended cate blanchett,fear
2022-05-20T04:17:20.000Z,He crashed the app,surpise
2022-05-20T04:17:21.000Z,"2. Made For a Sushi Restaurant: ok, obsessed with this fucking beat. Makes me want to dance in my room with a big t shirt &amp; undies. Humping the air pointing at myself in the mirror &amp; being the baddest energy filled bitch ever.",surpise
2022-05-20T04:17:21.000Z,Daylight: I cried,joy
2022-05-20T04:17:22.000Z,i WILL cry,joy
2022-05-20T04:17:22.000Z,drop ur top 4 from !! mine is: Love of my life Matilda Late night talking Grapejuice,joy
2022-05-20T04:17:22.000Z,He ended my fave cardi i fear,sadness
2022-05-20T04:17:22.000Z,Ok but let’s talk about little freak,sadness
2022-05-20T04:17:22.000Z,IM LOSING MY MARBLES OVER THIS,sadness
2022-05-20T04:17:23.000Z,I have decided to save it for later,fear
2022-05-20T04:17:23.000Z,cant wait to skip b*yfriends im just not a fan,surpise
2022-05-20T04:17:23.000Z,WHY IS LITTLE FREAK KIND OF EMOTIONAL I WAS NOT EXPECTING THAT,joy
2022-05-20T04:17:23.000Z,"Also this was a lie, I forgot I heard Late Night Talking and Boyfriends and then I listened to Daylight yesterday",anger
2022-05-20T04:17:23.000Z,You got me calling at times,joy
2022-05-20T04:17:23.000Z,is coming out now OMG,surpise
2022-05-20T04:17:24.000Z,i didn’t expect little freak to sound like this,joy
2022-05-20T04:17:24.000Z,LITTLE FREAK???? ME ENCANTA,joy
2022-05-20T04:17:24.000Z,all these songs really tell a story and i’ll be listening for hours 😭,surpise
2022-05-20T04:17:24.000Z,HARRY MARIE STYLES LOVE YOUUU LITERALLY NO GETTING THRU WITHOUT YOU,joy
2022-05-20T04:17:23.000Z,"Dear Harry Styles, I can’t get you off my mind (Late Night Talking, 2022)",surpise
2022-05-20T04:17:24.000Z,grapejuice is music for the soul,surpise
2022-05-20T04:17:25.000Z,LISTEN WITH HEADPHONES. HOLY FUCKING SHIT THE CHILLS I GOT FROM GRAPEJUICE SRE TOU FUCKING KIDDING ME,joy
2022-05-20T04:17:25.000Z,OKAY BUT GRAPEJUICE?!?!?!?!?!?!?!,joy
2022-05-20T04:17:25.000Z,love of my life,joy
2022-05-20T04:17:25.000Z,YOU ALREADY HEARD IT?????,joy
2022-05-20T04:17:26.000Z,Track 5: Daylight,joy
2022-05-20T04:17:26.000Z,listening to harry styles new album w other stans in LA waiting for his pop up is honestly a vibe 🫶🏽,surpise
2022-05-20T04:17:26.000Z,HE BROKE SPOTIFY LMAO,surpise
2022-05-20T04:17:26.000Z,Daylight: Harry sounds in love. I love those heavy guitars on the hook.,joy
2022-05-20T04:17:26.000Z,I'M CRYING--IT'S SO PRETTY 💐🏡❤💐,joy
2022-05-20T04:17:26.000Z,Me and my girlfriend listening to Harry Styles’s album together! Pretty good so far!,joy
2022-05-20T04:17:27.000Z,am i gonna ignore my studying process for a while to listen to harry’s house? YES,sadness
2022-05-20T04:17:26.000Z,new favorite song.,joy
2022-05-20T04:17:27.000Z,THE GRAPEJUICE BLUESSS,sadness
2022-05-20T04:17:27.000Z,FINALLY,fear
2022-05-20T04:17:27.000Z,still listening but is genuinely sooooo sooo good so far,joy
2022-05-20T04:17:27.000Z,nicki's fault,joy
2022-05-20T04:17:27.000Z,AND GRAPEFRUIT STFU,joy
2022-05-20T04:17:27.000Z,THE VIBES RADIATING FROM THIS ALBUM ARE UNMEASURABLE,joy
2022-05-20T04:17:27.000Z,You can get shrooms from doctor Murphy on IG (dr_murphytrips) 💯,joy
2022-05-20T04:17:27.000Z,i thought little freak was gonna be horny. why is it making me sad,sadness
2022-05-20T04:17:27.000Z,If this fucks up my Flume stream,joy
2022-05-20T04:17:28.000Z,If anyone needs please don’t I’m gonna be having on nonstop repeat 24/7,sadness
2022-05-20T04:17:28.000Z,every time another song comes on I think it can’t get better and then the next one come and it’s somehow better 😭,surpise
2022-05-20T04:17:28.000Z,I am home,sadness
2022-05-20T04:17:28.000Z,o all starrrr,joy
2022-05-20T04:17:28.000Z,JUST ME AND YOU!!!!! TE AMO,joy
2022-05-20T04:17:28.000Z,SLAYED THE PLATFORM DOWN,surpise
2022-05-20T04:17:28.000Z,AT MIDNIGHT OMFFGG,surpise
2022-05-20T04:17:29.000Z,I- who broke Harry’s heart ? I just wanna chat 😤,sadness
2022-05-20T04:17:29.000Z,Ok but listening to in Dolby Atmos is such a good experience,joy
2022-05-20T04:17:29.000Z,DONT PISS ME OFF????????,anger
2022-05-20T04:17:29.000Z,Grapejuice is giving Braeden vibes and I love it,joy
2022-05-20T04:17:29.000Z,i love it,joy
2022-05-20T04:17:29.000Z,Me rn,joy
2022-05-20T04:17:29.000Z,the way matilda made me think of how my life is relatable and now has me in sobs,sadness
2022-05-20T04:17:29.000Z,you know just legend stuff,anger
2022-05-20T04:17:30.000Z,HIS VOICE IN GRAPEFRUIT,fear
2022-05-20T04:17:30.000Z,Grapejuice sounds like a 1D song and i’m living for it,joy
2022-05-20T04:17:30.000Z,this album is honestly giving me 70-80s vibes so far and im loving it,fear
2022-05-20T04:17:30.000Z,Daylight is giving Shawn Mendes Wonder album…. Convince me otherwise,surpise
2022-05-20T04:17:30.000Z,Halfway through Music for Sushi Restaurant and I already know I will go legitimize psychotic if I don’t hear this live,joy
2022-05-20T04:17:30.000Z,stream,joy
2022-05-20T04:17:32.000Z,Okay I am finally listening to,fear
2022-05-20T04:17:30.000Z,This is so amazing I’m sobbing,surpise
2022-05-20T04:17:31.000Z,"little freak is not what i expected, but i love her all the same",joy
2022-05-20T04:17:31.000Z,THIS ALBUM = free serotonin. safe place 🏡,joy
2022-05-20T04:17:31.000Z,Little. Freak. YES I DID DRESS UP FOR HALLOWEEN,sadness
2022-05-20T04:17:31.000Z,little freak is such a curve ball bye i thought this was a h0rny song OH HOW I WAS WRONG.,surpise
2022-05-20T04:17:31.000Z,IM OBSESSED!!!!! 😭😭😭😭,joy
2022-05-20T04:17:32.000Z,Daylight was cute,joy
2022-05-20T04:17:32.000Z,stop this madness…,joy
2022-05-20T04:17:32.000Z,Omg Love Of My Life!!! 🤩😮‍💨,joy
2022-05-20T04:17:32.000Z,Hearing harry whisper in my headphones gives you that kind of rush that makes goosebumps flow through your whole body,fear
2022-05-20T04:17:32.000Z,LMAOO NO WAY,joy
2022-05-20T04:17:32.000Z,Track 6 - Our first slowed down track and this is another one of my faves. This one live????? Whew I’m not ready. I’m gonna sob.,surpise
2022-05-20T04:17:32.000Z,"Harry; you were, you are and you will the love of my life. 11:11",fear
2022-05-20T04:17:33.000Z,Little Freak is something special. I can’t explain it. My heart is racing. What a beautiful song.,joy
2022-05-20T04:17:33.000Z,the knocking in “Grapejuice” had me so paranoid 🤭,fear
2022-05-20T04:17:33.000Z,Daylight got me giggling and kicking my feet,surpise
2022-05-20T04:17:33.000Z,Little freak,joy
2022-05-20T04:17:33.000Z,Im crying is so good🥹🫶🥹,joy
2022-05-20T04:17:33.000Z,THE FUCKINF CONVERSE,joy
2022-05-20T04:17:33.000Z,Little freak giving one direction vibes,fear
2022-05-20T04:17:34.000Z,little freak has caused me to have a mental breakdown. that is all.,joy
2022-05-20T04:17:34.000Z,i have chillsssss,sadness
2022-05-20T04:17:34.000Z,he is SO CUTE,joy
2022-05-20T04:17:34.000Z,idk if im just crazy but little freak is emulating such one direction vibes idk how to explain it but i love it,joy
2022-05-20T04:17:34.000Z,I LOVE DAYLIGHT,joy
2022-05-20T04:17:34.000Z,me listening to the first 3 seconds of,surpise
2022-05-20T04:17:35.000Z,total turn of events i thought it was going to sound like kiwi or woman still love it the beat,surpise
2022-05-20T04:17:35.000Z,IM SCREAMINGGGG,joy
2022-05-20T04:17:35.000Z,thank you for an amazing album harry,surpise
2022-05-20T04:17:35.000Z,IM TRYING TO LISTEN HARRY STOP DISTRACTING ME,sadness
2022-05-20T04:17:35.000Z,You know it's not the same as it waaaas,joy
2022-05-20T04:17:35.000Z,Who was born in 1982????,sadness
2022-05-20T04:17:35.000Z,I am in BLINDING EMOTIONAL PAIN,sadness
2022-05-20T04:17:35.000Z,"Don’t disturb, it's time for my baby",joy
2022-05-20T04:17:36.000Z,I NEED THIS ALBUM TO BE INSIDE OF ME LIKE IN MY BLOODSTREAM,joy
2022-05-20T04:17:37.000Z,Okay but the order of this album is PERFEEECT,joy
2022-05-20T04:17:36.000Z,I’m just thinking about youuououououo,surpise
2022-05-20T04:17:36.000Z,LITTLE FREAK,joy
2022-05-20T04:17:36.000Z,Hope you are listening with headphones.,fear
2022-05-20T04:17:36.000Z,got apple music free trial for,joy
2022-05-20T04:17:36.000Z,"Todas son mis favs, pero en especial late night talking",sadness
2022-05-20T04:17:37.000Z,MATILDA IS SO CUTE OMG 😭😭😭😭,joy
2022-05-20T04:17:37.000Z,Listening to and wow he really dated some pretty interesting people because the lyrics on this album is fucking cathartic to hear,joy
2022-05-20T04:17:37.000Z,wish i was there rn i am loving this album,joy
2022-05-20T04:17:38.000Z,no but like sooo similar,joy
2022-05-20T04:17:36.000Z,knock kncok!! is here,joy
2022-05-20T04:17:38.000Z,GRAPEJUICE HAS KE SCREAMING,joy
2022-05-20T04:17:38.000Z,i’m so unwell rn compensation pls,joy
2022-05-20T04:17:38.000Z,TE AMO HARRY'S HOUSE,fear
2022-05-20T04:17:38.000Z,little freak is like the mature older sibling of to be so lonely,sadness
2022-05-20T04:17:39.000Z,Choose your fighter,joy
2022-05-20T04:17:39.000Z,me listening to,joy
2022-05-20T04:17:39.000Z,i think little freak might be my favorite,joy
2022-05-20T04:17:39.000Z,IM CRYING SO PROUD OF U BABE LOVE YA SM,joy
2022-05-20T04:17:39.000Z,oh his queerbaiting really worked now he got all the streams and broke spotify,surpise
2022-05-20T04:17:39.000Z,Okay… I am already in LOVE!!,joy
2022-05-20T04:17:39.000Z,who is crying to my little freak? cause it’s not me,joy
2022-05-20T04:17:39.000Z,NO MATILDA IS SO SAD,sadness
2022-05-20T04:17:39.000Z,sexyyyyy,joy
2022-05-20T04:17:40.000Z,3 song into HS3 and I know the world will never be the same after is a God ✨🥹,surpise
2022-05-20T04:17:40.000Z,it’s so good,joy
2022-05-20T04:17:40.000Z,GLI ARRANGIAMENTI DI KEEP DRIVING VI PREGO,joy
2022-05-20T04:17:40.000Z,Harry Styles broke Spotify lol,surpise
2022-05-20T04:17:40.000Z,THERE'S JUST NO GETTING THROUGH THE GRAPEJUICE BLUES !!!,sadness
2022-05-20T04:17:41.000Z,Music For a Sushi Restaurant DIOSS ???? back to the 80s I think,surpise
2022-05-20T04:17:41.000Z,LITTLE FREAK OMFG,joy
2022-05-20T04:17:41.000Z,Keep Driving is the best song on . Let's discuss.,surpise
2022-05-20T04:17:41.000Z,HARRY PUT HIS HARRYUSSY INTO THIS ALBUM FR,sadness
2022-05-20T04:17:41.000Z,"little freak is another one of my favorites from this album, so freaking beautiful",joy
2022-05-20T04:17:41.000Z,Matilda is the hope ur ok of 🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲,fear
2022-05-20T04:17:41.000Z,to save their ears from that mess,anger
2022-05-20T04:17:41.000Z,Matilda is a work of art 🤌🏻,fear
2022-05-20T04:17:41.000Z,sounds like dancing in the kitchen on a rainy day,joy
2022-05-20T04:17:41.000Z,oh my god i’m crying,surpise
2022-05-20T04:17:42.000Z,Now hold on…Little Freak is not what I expected,joy
2022-05-20T04:17:42.000Z,Taylor? Or nah?,joy
2022-05-20T04:17:42.000Z,my life goal is for to call me a little freak,fear
2022-05-20T04:17:43.000Z,deserved for having spotify,joy
2022-05-20T04:17:43.000Z,BRUH YESSS DAYLIGHT HOW HE SAYS ROOF,surpise
2022-05-20T04:17:42.000Z,All this time anticipating “Little Freak” and instead of being turned on I’m in my feeeeelllsssss 😭,joy
2022-05-20T04:17:42.000Z,on the floor,surpise
2022-05-20T04:17:43.000Z,I keep nearly falling asleep during the 1 min of ambient sounds and then getting jumpscared when he introduces the song,anger
2022-05-20T04:17:43.000Z,Just like Taylor’s 464936373836392 albums,joy
2022-05-20T04:17:43.000Z,wait but grapejuice!!! 😭,surpise
2022-05-20T04:17:43.000Z,THE HAT OMG,surpise
2022-05-20T04:17:43.000Z,The vocals are so ridiculously clean on every damn song.,surpise
2022-05-20T04:17:43.000Z,THIS FIT &gt;&gt;&gt;&gt;,joy
2022-05-20T04:17:45.000Z,Me listening to,joy
2022-05-20T04:17:45.000Z,Daylight Supremacy,joy
2022-05-20T04:17:45.000Z,LATE NIGHT TALKING!!!!!,sadness
2022-05-20T04:17:46.000Z,hi so little freak is my favourite from upon first listen and i am sobbing this song is so fucking beautiful my god,joy
2022-05-20T04:17:46.000Z,BRO I LITERALLY JUST TWEETED THIS,joy
2022-05-20T04:17:46.000Z,Grapejuice smells like a hit!! 🔥,anger
2022-05-20T04:17:46.000Z,THE WHOLE FANDOM IS LIKE THIS RIGHT NOW,fear
2022-05-20T04:17:46.000Z,it's amazing,surpise
2022-05-20T04:17:47.000Z,love of my life eh a minha preferida AAAAA,joy
2022-05-20T04:17:46.000Z,LATE NIGHT TALKING also a vibeeeeeeee already singing along OMGGG,sadness
2022-05-20T04:17:47.000Z,HARRY IM SO OVERWHELMED IDK WHAT PLAYLISTS TO PUT ALL THE SONGS IN THIS IS SO STRESSFUL.,sadness
2022-05-20T04:17:47.000Z,o all star marrom,joy
2022-05-20T04:17:47.000Z,stream by,joy
2022-05-20T04:17:47.000Z,i had this too but then i prevailed,joy
2022-05-20T04:17:48.000Z,MATILDA X PERFECT NOW These are my comfort songs,sadness
2022-05-20T04:17:48.000Z,I wish I was the one doing cocaine in Harry’s kitchen,fear
2022-05-20T04:17:48.000Z,little freak what the FUCK i’m gonna 🔚 myself i’m so serious…,joy
2022-05-20T04:17:49.000Z,"THIS ALBUM IS A MUSICAL, LYRICAL MASTERPIECE",surpise
2022-05-20T04:17:49.000Z,BROWN CONVERSE,sadness
2022-05-20T04:17:49.000Z,A joyful vibe🥰,joy
2022-05-20T04:17:49.000Z,Little Freak hits in a way you just didn't think it was going to hit.,anger
2022-05-20T04:17:49.000Z,Daylight omg,surpise
2022-05-20T04:17:49.000Z,OMG LITTLE FREAK WHATTT!??!?,surpise
2022-05-20T04:17:49.000Z,"i will be screaming little freak while i go 140 km/h on the highway, thank you. if you try and pull me over it will be a chase xoxo",joy
2022-05-20T04:17:51.000Z,HARRY IS HORNY ON MAIN!!!!!,fear
2022-05-20T04:17:50.000Z,Oh well,joy
2022-05-20T04:17:50.000Z,this is v calming tho,joy
